ID	words	gloss	light_type	rotation	color	num_train_images
794	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.08, 1.0)	A yellow color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.08, 1.0)	1
795	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.08, 1.0)	A yellow color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.08, 1.0)	1
796	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.08, 1.0)	A yellow color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.08, 1.0)	1
797	point, rotation at (2.5565, 1.3192, 0.4565), color is (0.97, 1.0, 0.73, 1.0)	A lemonchiffon color point light	POINT	(2.5565, 1.3192, 0.4565)	(0.97, 1.0, 0.73, 1.0)	1
798	sun, rotation at (2.5565, 1.3192, 0.4565), color is (0.97, 1.0, 0.73, 1.0)	A lemonchiffon color sun light	SUN	(2.5565, 1.3192, 0.4565)	(0.97, 1.0, 0.73, 1.0)	1
799	spot, rotation at (2.5565, 1.3192, 0.4565), color is (0.97, 1.0, 0.73, 1.0)	A lemonchiffon color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(0.97, 1.0, 0.73, 1.0)	1
800	area, rotation at (2.5565, 1.3192, 0.4565), color is (0.97, 1.0, 0.73, 1.0)	A lemonchiffon color area light	AREA	(2.5565, 1.3192, 0.4565)	(0.97, 1.0, 0.73, 1.0)	1
801	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.37, 1.0, 1.0)	A violet color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 0.37, 1.0, 1.0)	1
802	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.37, 1.0, 1.0)	A violet color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 0.37, 1.0, 1.0)	1
803	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.37, 1.0, 1.0)	A violet color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 0.37, 1.0, 1.0)	1
804	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.37, 1.0, 1.0)	A violet color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 0.37, 1.0, 1.0)	1
805	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.73, 1.0)	A lemonchiffon color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.73, 1.0)	1
806	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.73, 1.0)	A lemonchiffon color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.73, 1.0)	1
807	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.73, 1.0)	A lemonchiffon color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.73, 1.0)	1
808	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.73, 1.0)	A lemonchiffon color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.73, 1.0)	1
809	point, rotation at (2.5565, 1.3192, 0.4565), color is (0.78, 1.0, 1.0, 1.0)	A lightcyan color point light	POINT	(2.5565, 1.3192, 0.4565)	(0.78, 1.0, 1.0, 1.0)	1
810	sun, rotation at (2.5565, 1.3192, 0.4565), color is (0.78, 1.0, 1.0, 1.0)	A lightcyan color sun light	SUN	(2.5565, 1.3192, 0.4565)	(0.78, 1.0, 1.0, 1.0)	1
811	spot, rotation at (2.5565, 1.3192, 0.4565), color is (0.78, 1.0, 1.0, 1.0)	A lightcyan color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(0.78, 1.0, 1.0, 1.0)	1
812	area, rotation at (2.5565, 1.3192, 0.4565), color is (0.78, 1.0, 1.0, 1.0)	A lightcyan color area light	AREA	(2.5565, 1.3192, 0.4565)	(0.78, 1.0, 1.0, 1.0)	1
813	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.75, 1.0)	A lemonchiffon color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.75, 1.0)	1
814	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.75, 1.0)	A lemonchiffon color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.75, 1.0)	1
815	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.75, 1.0)	A lemonchiffon color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.75, 1.0)	1
816	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.75, 1.0)	A lemonchiffon color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.75, 1.0)	1
817	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.94, 0.91, 1.0)	A linen color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 0.94, 0.91, 1.0)	1
818	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.94, 0.91, 1.0)	A linen color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 0.94, 0.91, 1.0)	1
819	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.94, 0.91, 1.0)	A linen color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 0.94, 0.91, 1.0)	1
820	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 0.94, 0.91, 1.0)	A linen color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 0.94, 0.91, 1.0)	1
821	point, rotation at (2.5565, 1.3192, 0.4565), color is (0.57, 1.0, 0.86, 1.0)	A aquamarine color point light	POINT	(2.5565, 1.3192, 0.4565)	(0.57, 1.0, 0.86, 1.0)	1
822	sun, rotation at (2.5565, 1.3192, 0.4565), color is (0.57, 1.0, 0.86, 1.0)	A aquamarine color sun light	SUN	(2.5565, 1.3192, 0.4565)	(0.57, 1.0, 0.86, 1.0)	1
823	spot, rotation at (2.5565, 1.3192, 0.4565), color is (0.57, 1.0, 0.86, 1.0)	A aquamarine color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(0.57, 1.0, 0.86, 1.0)	1
824	area, rotation at (2.5565, 1.3192, 0.4565), color is (0.57, 1.0, 0.86, 1.0)	A aquamarine color area light	AREA	(2.5565, 1.3192, 0.4565)	(0.57, 1.0, 0.86, 1.0)	1
825	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.24, 1.0)	A yellow color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.24, 1.0)	1
826	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.24, 1.0)	A yellow color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.24, 1.0)	1
827	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.24, 1.0)	A yellow color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.24, 1.0)	1
828	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.24, 1.0)	A yellow color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.24, 1.0)	1
829	point, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.67, 1.0)	A palegoldenrod color point light	POINT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.67, 1.0)	1
830	sun, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.67, 1.0)	A palegoldenrod color sun light	SUN	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.67, 1.0)	1
831	spot, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.67, 1.0)	A palegoldenrod color spot light	SPOT	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.67, 1.0)	1
832	area, rotation at (2.5565, 1.3192, 0.4565), color is (1.0, 1.0, 0.67, 1.0)	A palegoldenrod color area light	AREA	(2.5565, 1.3192, 0.4565)	(1.0, 1.0, 0.67, 1.0)	1
833	point, rotation at (5.1601, -3.9122, 2.2345), color is (0.94, 0.72, 0.63, 1.0)	A burlywood color point light	POINT	(5.1601, -3.9122, 2.2345)	(0.94, 0.72, 0.63, 1.0)	1
834	sun, rotation at (5.1601, -3.9122, 2.2345), color is (0.94, 0.72, 0.63, 1.0)	A burlywood color sun light	SUN	(5.1601, -3.9122, 2.2345)	(0.94, 0.72, 0.63, 1.0)	1
835	spot, rotation at (5.1601, -3.9122, 2.2345), color is (0.94, 0.72, 0.63, 1.0)	A burlywood color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(0.94, 0.72, 0.63, 1.0)	1
836	area, rotation at (5.1601, -3.9122, 2.2345), color is (0.94, 0.72, 0.63, 1.0)	A burlywood color area light	AREA	(5.1601, -3.9122, 2.2345)	(0.94, 0.72, 0.63, 1.0)	1
837	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.73, 1.0, 1.0)	A lavender color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.73, 1.0, 1.0)	1
838	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.73, 1.0, 1.0)	A lavender color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.73, 1.0, 1.0)	1
839	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.73, 1.0, 1.0)	A lavender color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.73, 1.0, 1.0)	1
840	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.73, 1.0, 1.0)	A lavender color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.73, 1.0, 1.0)	1
841	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.52, 0.75, 1.0)	A hotpink color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.52, 0.75, 1.0)	1
842	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.52, 0.75, 1.0)	A hotpink color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.52, 0.75, 1.0)	1
843	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.52, 0.75, 1.0)	A hotpink color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.52, 0.75, 1.0)	1
844	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.52, 0.75, 1.0)	A hotpink color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.52, 0.75, 1.0)	1
845	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.97, 0.62, 1.0)	A palegoldenrod color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.97, 0.62, 1.0)	1
846	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.97, 0.62, 1.0)	A palegoldenrod color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.97, 0.62, 1.0)	1
847	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.97, 0.62, 1.0)	A palegoldenrod color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.97, 0.62, 1.0)	1
848	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.97, 0.62, 1.0)	A palegoldenrod color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.97, 0.62, 1.0)	1
849	point, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 0.76, 0.5, 1.0)	A burlywood color point light	POINT	(5.1601, -3.9122, 2.2345)	(0.85, 0.76, 0.5, 1.0)	1
850	sun, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 0.76, 0.5, 1.0)	A burlywood color sun light	SUN	(5.1601, -3.9122, 2.2345)	(0.85, 0.76, 0.5, 1.0)	1
851	spot, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 0.76, 0.5, 1.0)	A burlywood color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(0.85, 0.76, 0.5, 1.0)	1
852	area, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 0.76, 0.5, 1.0)	A burlywood color area light	AREA	(5.1601, -3.9122, 2.2345)	(0.85, 0.76, 0.5, 1.0)	1
853	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.84, 0.59, 1.0)	A khaki color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.84, 0.59, 1.0)	1
854	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.84, 0.59, 1.0)	A khaki color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.84, 0.59, 1.0)	1
855	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.84, 0.59, 1.0)	A khaki color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.84, 0.59, 1.0)	1
856	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.84, 0.59, 1.0)	A khaki color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.84, 0.59, 1.0)	1
857	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.85, 1.0, 1.0)	A lavenderblush color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.85, 1.0, 1.0)	1
858	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.85, 1.0, 1.0)	A lavenderblush color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.85, 1.0, 1.0)	1
859	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.85, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.85, 1.0, 1.0)	1
860	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.85, 1.0, 1.0)	A lavenderblush color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.85, 1.0, 1.0)	1
861	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.81, 0.37, 1.0)	A sandybrown color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.81, 0.37, 1.0)	1
862	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.81, 0.37, 1.0)	A sandybrown color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.81, 0.37, 1.0)	1
863	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.81, 0.37, 1.0)	A sandybrown color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.81, 0.37, 1.0)	1
864	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.81, 0.37, 1.0)	A sandybrown color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.81, 0.37, 1.0)	1
865	point, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 0.49, 0.29, 1.0)	A dimgray color point light	POINT	(5.1601, -3.9122, 2.2345)	(0.46, 0.49, 0.29, 1.0)	1
866	sun, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 0.49, 0.29, 1.0)	A dimgray color sun light	SUN	(5.1601, -3.9122, 2.2345)	(0.46, 0.49, 0.29, 1.0)	1
867	spot, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 0.49, 0.29, 1.0)	A dimgray color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(0.46, 0.49, 0.29, 1.0)	1
868	area, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 0.49, 0.29, 1.0)	A dimgray color area light	AREA	(5.1601, -3.9122, 2.2345)	(0.46, 0.49, 0.29, 1.0)	1
869	point, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.86, 0.62, 1.0)	A navajowhite color point light	POINT	(5.1601, -3.9122, 2.2345)	(1.0, 0.86, 0.62, 1.0)	1
870	sun, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.86, 0.62, 1.0)	A navajowhite color sun light	SUN	(5.1601, -3.9122, 2.2345)	(1.0, 0.86, 0.62, 1.0)	1
871	spot, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.86, 0.62, 1.0)	A navajowhite color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(1.0, 0.86, 0.62, 1.0)	1
872	area, rotation at (5.1601, -3.9122, 2.2345), color is (1.0, 0.86, 0.62, 1.0)	A navajowhite color area light	AREA	(5.1601, -3.9122, 2.2345)	(1.0, 0.86, 0.62, 1.0)	1
873	point, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 1.0, 1.0, 1.0)	A aquamarine color point light	POINT	(5.1601, -3.9122, 2.2345)	(0.46, 1.0, 1.0, 1.0)	1
874	sun, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 1.0, 1.0, 1.0)	A aquamarine color sun light	SUN	(5.1601, -3.9122, 2.2345)	(0.46, 1.0, 1.0, 1.0)	1
875	spot, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 1.0, 1.0, 1.0)	A aquamarine color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(0.46, 1.0, 1.0, 1.0)	1
876	area, rotation at (5.1601, -3.9122, 2.2345), color is (0.46, 1.0, 1.0, 1.0)	A aquamarine color area light	AREA	(5.1601, -3.9122, 2.2345)	(0.46, 1.0, 1.0, 1.0)	1
877	point, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 1.0, 0.97, 1.0)	A lightcyan color point light	POINT	(5.1601, -3.9122, 2.2345)	(0.85, 1.0, 0.97, 1.0)	1
878	sun, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 1.0, 0.97, 1.0)	A lightcyan color sun light	SUN	(5.1601, -3.9122, 2.2345)	(0.85, 1.0, 0.97, 1.0)	1
879	spot, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 1.0, 0.97, 1.0)	A lightcyan color spot light	SPOT	(5.1601, -3.9122, 2.2345)	(0.85, 1.0, 0.97, 1.0)	1
880	area, rotation at (5.1601, -3.9122, 2.2345), color is (0.85, 1.0, 0.97, 1.0)	A lightcyan color area light	AREA	(5.1601, -3.9122, 2.2345)	(0.85, 1.0, 0.97, 1.0)	1
